# kepid innerPlanetIdx outerPlanetIdx amin amax Pmin Pmax mmax Rpmax Rpmax_uerr Rpmax_lerr rormax rormax_uerr rormax_lerr
5956342 1 3 0.067700 0.230900 6.846192 43.131215 4453.247184 12.374259 2.083581 2.095444 0.106202 0.017882 0.017984
5956342 2 4 0.124300 0.312300 17.029028 67.832164 1956.972147 12.180180 2.578904 1.462822 0.104536 0.022133 0.012555
5956656 0 2 0.005148 0.246600 0.139668 46.245164 158263.876613 54.534555 6.601631 6.530557 0.451130 0.054611 0.054023
5959719 0 2 0.003576 0.100600 0.087714 13.060040 123175.207226 43.624675 3.627620 5.011751 0.519497 0.043199 0.059682
5965819 0 2 0.006957 0.081700 0.204700 8.239830 123499.712758 43.629975 4.757991 4.624413 0.267073 0.029125 0.028308
5965819 1 3 0.046600 0.145600 3.545531 19.590610 4392.830369 12.422660 2.224127 2.330310 0.076043 0.013615 0.014265
5966154 0 2 0.005483 0.585500 0.137439 151.885188 211573.352821 69.700577 9.682350 7.288444 0.541377 0.075205 0.056611
6020753 0 2 0.003162 0.113200 0.074998 16.282476 121941.997495 43.117916 5.381207 4.010492 0.580666 0.072468 0.054009
6021193 0 2 0.006469 0.079400 0.175452 7.542358 138180.074178 49.076494 5.029818 4.298982 0.323090 0.033113 0.028302
6021193 1 3 0.048700 0.107900 3.614603 11.932054 1703.302332 12.053587 2.368270 1.512195 0.079354 0.015591 0.009955
6021275 0 2 0.005120 0.065900 0.138832 6.414913 111960.647175 39.429978 4.652551 2.789990 0.327957 0.038697 0.023206
6021275 1 3 0.064300 0.131200 6.178174 18.010200 978.935803 13.236170 2.449361 1.786931 0.110091 0.020372 0.014863
6021275 2 4 0.065900 0.439300 6.414913 110.286703 15384.582102 11.625526 2.059395 1.985269 0.096695 0.017129 0.016512
6026438 0 2 0.003283 0.115000 0.081891 16.934810 114044.039658 40.317030 4.298559 4.042287 0.522951 0.055757 0.052432
6026438 1 3 0.054200 0.145900 5.476658 24.210197 1929.574487 12.477557 2.879759 1.881963 0.161846 0.037353 0.024411
6026737 0 2 0.006227 0.092400 0.178050 10.174704 130298.692456 45.335456 4.792552 4.130097 0.310052 0.032777 0.028246
6029239 0 2 0.004097 0.081000 0.096803 8.512038 138922.182542 48.361571 4.837198 4.627355 0.502692 0.050280 0.048099
6037581 0 2 0.005915 0.091000 0.159306 9.599932 141550.414204 50.277013 5.132386 5.632429 0.361959 0.036950 0.040550
6037581 1 3 0.032200 0.151800 2.024821 20.678764 10535.524229 11.647341 1.640477 1.913359 0.083853 0.011810 0.013775
6041734 0 2 0.006818 0.164400 0.121731 24.339820 146138.417890 49.878684 5.324116 3.929348 0.445624 0.047566 0.035105
6041734 1 3 0.070800 0.352800 6.957870 76.536953 10379.349801 11.903446 2.299782 1.673727 0.106347 0.020547 0.014953
6058816 0 2 0.011538 0.385900 0.381466 73.750276 226243.557539 73.088041 9.207562 6.738264 0.269772 0.033986 0.024871
6062088 0 2 0.005046 0.059500 0.132779 5.370640 112215.991034 40.026471 3.427330 4.178787 0.337827 0.028927 0.035269
6062088 1 3 0.041800 0.097900 3.162692 11.329771 1716.351041 12.793345 1.995053 2.179031 0.107977 0.016838 0.018391
6103377 0 2 0.007036 0.150200 0.203688 20.070876 162541.093809 55.689608 6.487500 5.032505 0.337064 0.039266 0.030459
6105462 0 2 0.005869 0.394000 0.163317 89.722413 177764.462511 58.947460 6.187389 4.956131 0.427743 0.044898 0.035963
6152974 0 2 0.004018 0.135300 0.103294 20.172025 130447.104441 45.009740 5.292568 3.615140 0.477057 0.056096 0.038317
6196457 0 2 0.007766 0.182900 0.233915 26.723169 170160.802265 57.865642 6.270058 6.001651 0.317308 0.034382 0.032910
6196457 1 3 0.117400 0.275400 13.748831 49.356791 2024.467081 12.961830 1.810663 2.188811 0.071077 0.009929 0.012002
6209677 0 2 0.004264 0.074900 0.105584 7.768456 126747.350387 46.058037 3.503344 4.086089 0.459953 0.034986 0.040805
6221385 0 2 0.006906 0.147300 0.200035 19.672324 159308.852179 55.292334 5.949150 5.082093 0.340970 0.036686 0.031340
6221385 1 3 0.076200 0.206500 7.313845 32.657035 3066.213753 12.231561 2.555036 1.563659 0.075428 0.015756 0.009643
6266741 0 2 0.004799 0.131300 0.116526 16.665899 167663.542880 56.273600 5.903268 6.022407 0.499347 0.052383 0.053440
6276791 0 2 0.004018 0.085600 0.094891 9.328680 139389.045379 48.526209 5.882645 5.477734 0.514328 0.062350 0.058058
6278762 0 2 0.003353 0.047500 0.085245 4.545870 87052.823440 31.712878 3.660534 2.576636 0.402789 0.046493 0.032726
6278762 1 3 0.040700 0.058400 3.600117 6.189440 97.021627 10.554880 5.101903 2.817352 0.134059 0.064800 0.035784
6278762 2 4 0.047500 0.067800 4.545870 7.743478 92.835615 11.612377 4.355888 3.835218 0.147490 0.055325 0.048712
6278762 3 5 0.058400 0.079000 6.189440 9.740485 56.858215 8.877951 3.059144 2.317008 0.112760 0.038855 0.029429
6289257 0 2 0.004795 0.144000 0.119652 19.674097 161692.531178 54.775095 5.498010 3.411556 0.486521 0.048834 0.030302
6345732 0 2 0.006004 0.149500 0.163189 20.264202 163772.273691 55.768578 5.974565 4.742872 0.395586 0.042380 0.033643
6347299 0 2 0.005571 0.168900 0.153737 25.661382 153950.078204 53.722007 5.592696 5.926844 0.410651 0.042751 0.045305
6359320 0 2 0.004283 0.060100 0.101569 5.326673 127282.568062 44.982697 5.158576 4.279094 0.447263 0.051292 0.042547
6359320 1 3 0.039500 0.079600 2.836689 8.128093 1014.965876 12.959529 2.527425 1.947100 0.128857 0.025130 0.019360
6364582 0 2 0.004939 1.198900 0.092722 486.127020 169196.939882 57.792909 4.255063 4.306194 0.635341 0.046778 0.047340
6368175 0 2 0.003939 0.191100 0.094212 31.824530 157160.770495 55.329894 4.399499 6.457558 0.596801 0.047454 0.069653
6381846 0 2 0.004385 0.096600 0.110946 11.463472 133801.624811 46.899336 4.561528 4.906063 0.455441 0.044297 0.047643
6381846 1 3 0.049200 0.220800 4.166966 39.603400 8100.698934 11.796903 1.966567 1.779891 0.114560 0.019097 0.017285
6382217 0 2 0.002507 0.066500 0.061692 8.411003 84640.523133 30.962448 3.336906 3.244939 0.526046 0.056693 0.055131
6383785 0 2 0.005655 0.062700 0.152889 5.640677 115310.893737 40.687681 3.609834 3.320480 0.306413 0.027185 0.025006
6422155 0 2 0.004902 0.066600 0.127655 6.388997 119082.820980 41.938608 4.360270 3.512026 0.364377 0.037884 0.030514
6422155 1 3 0.039700 0.115700 2.940305 14.627097 3297.569736 12.545140 2.033209 1.830736 0.108996 0.017665 0.015906
6422155 2 4 0.066600 0.207400 6.388997 35.118443 3914.948075 12.259263 2.039306 2.128762 0.106513 0.017718 0.018495
6425957 0 2 0.002572 0.120900 0.063091 20.306529 96459.806813 35.288456 3.610685 3.565432 0.584366 0.059792 0.059042
6428700 0 2 0.003841 0.107400 0.098141 14.496452 121768.901728 42.533256 4.884371 3.612480 0.471548 0.054151 0.040050
6436029 0 2 0.003874 1.152800 0.098455 505.462916 150738.689978 51.941839 4.062223 4.996591 0.571018 0.044658 0.054930
6442340 0 2 0.005315 0.108400 0.142834 13.137478 140651.428497 48.977562 4.511406 4.881693 0.392399 0.036145 0.039111
6442340 1 3 0.076400 0.159400 7.781999 23.443375 1133.495901 12.987155 2.313883 1.760637 0.104051 0.018538 0.014106
6451936 0 2 0.004348 0.072500 0.117597 8.005791 106341.305947 38.931123 3.750368 4.458421 0.381296 0.036732 0.043666
6467363 0 2 0.003944 0.068800 0.102349 7.446464 106425.726481 39.602020 3.222935 4.178375 0.427660 0.034804 0.045122
6520753 0 2 0.003767 0.075300 0.090842 8.119343 123015.917626 42.678836 4.317799 3.417100 0.482508 0.048815 0.038632
6521045 0 2 0.006855 0.109000 0.202287 12.815904 138358.387266 47.329232 5.109937 4.018638 0.294042 0.031746 0.024967
6521045 1 3 0.072000 0.214300 6.887071 35.333193 3802.018644 12.053292 2.811578 1.511892 0.074883 0.017467 0.009393
6527078 0 2 0.003599 0.088400 0.085651 10.431485 127690.271946 45.177678 4.799198 4.489876 0.534516 0.056781 0.053122
6528464 0 2 0.006618 0.197900 0.205999 33.672807 143304.439886 48.975100 5.916593 4.204780 0.315172 0.038075 0.027059
6541920 0 2 0.004864 0.105500 0.129117 13.024933 134252.265201 46.583188 4.612996 4.474566 0.407826 0.040386 0.039174
6541920 1 3 0.090300 0.152800 10.304011 22.687155 388.027398 14.051901 2.367620 2.493488 0.123021 0.020728 0.021830
6541920 2 4 0.105500 0.192100 13.024933 31.995525 570.920685 13.090386 2.938277 1.590437 0.114604 0.025724 0.013924
6541920 3 5 0.152800 0.247200 22.687155 46.685620 294.540445 14.290232 2.206051 2.389551 0.125108 0.019314 0.020920
6541920 4 6 0.192100 0.459600 31.995525 118.378674 1739.317666 12.807926 1.836544 2.122960 0.112131 0.016079 0.018586
6543893 0 2 0.008357 0.069900 0.245285 5.939190 120998.207863 41.773708 4.836071 3.413877 0.212879 0.024645 0.017397
6543893 1 3 0.052000 0.100900 3.806759 10.296741 1084.212412 13.027673 2.539153 1.701383 0.066389 0.012940 0.008670
6587002 0 2 0.003581 0.238700 0.087228 47.427712 141451.226800 47.537041 6.198161 3.999195 0.565352 0.073714 0.047562
6587002 1 3 0.137500 0.448400 20.739894 122.080495 3661.248827 12.218607 2.574551 1.749925 0.145314 0.030619 0.020812
6587280 0 2 0.003841 0.140900 0.090312 20.026141 151332.203197 52.286018 4.994761 4.379866 0.579673 0.055375 0.048558
6607286 0 2 0.005734 0.042000 0.160277 3.174059 82545.235383 30.822350 3.175624 2.682045 0.228918 0.023585 0.019920
6607357 0 2 0.005134 0.075000 0.138142 7.699945 120546.403039 42.764599 3.367497 4.305418 0.354726 0.027933 0.035713
6616218 0 2 0.004120 0.063900 0.097678 5.960400 127637.649563 43.961119 5.429572 4.180503 0.454373 0.056119 0.043209
6685609 0 2 0.007231 0.043700 0.206675 3.071553 83359.413705 30.690811 2.502054 3.196278 0.180740 0.014735 0.018823
6685609 1 3 0.028500 0.067400 1.611890 5.868066 2155.318174 12.404122 2.586714 1.538700 0.073049 0.015233 0.009062
6690082 0 2 0.005023 0.054400 0.135097 4.807103 102150.908807 37.099756 3.313459 2.604890 0.314575 0.028095 0.022087
6697605 0 2 0.004492 0.042600 0.117431 3.420647 89348.081989 32.721926 3.465693 3.601573 0.310198 0.032854 0.034142
6705026 0 2 0.007757 0.224500 0.219184 34.108656 202509.525310 65.183475 7.748751 5.310474 0.357865 0.042542 0.029155
6768394 0 2 0.006078 0.083500 0.175458 8.919012 120782.906035 41.300509 4.601620 3.720696 0.289372 0.032241 0.026069
6768394 1 3 0.071900 0.101200 7.132947 11.898495 112.811828 13.145051 4.603231 3.744951 0.092101 0.032253 0.026239
6768394 2 4 0.083500 0.977700 8.919012 335.563110 30733.552743 13.031665 1.054040 1.376617 0.091306 0.007385 0.009645
6786037 0 2 0.005799 0.150200 0.159861 21.053499 155233.678890 52.663044 5.621349 4.727619 0.386738 0.041281 0.034718
6786037 1 3 0.066600 0.500100 6.217160 127.905412 19689.776823 11.368206 1.812182 1.708792 0.083484 0.013308 0.012549
6849310 0 2 0.004311 0.088100 0.105732 9.767345 137009.316328 47.766027 4.202009 4.208015 0.471864 0.041510 0.041570
6849310 1 3 0.051100 0.142300 4.311780 20.050449 2882.163353 12.428239 3.107197 2.103657 0.122774 0.030695 0.020781
6850504 0 2 0.004302 0.062600 0.110097 6.098556 111450.484411 39.458400 4.217453 3.307835 0.390639 0.041753 0.032748
6850504 1 3 0.044800 0.091900 3.696121 10.854096 938.483222 13.389501 1.981583 2.008879 0.132556 0.019618 0.019888
6850504 2 4 0.062600 0.136200 6.098556 19.577607 1190.130818 12.804306 2.663798 1.694041 0.126763 0.026372 0.016771
6850504 3 5 0.091900 0.341100 10.854096 77.611443 5337.101197 11.742347 2.371591 1.749549 0.116249 0.023479 0.017321
6871071 0 2 0.007045 0.043600 0.213445 3.282802 74029.294771 27.607719 2.896755 3.092964 0.166877 0.017510 0.018696
6871071 1 3 0.030200 0.057900 1.897829 5.028183 822.354302 13.353994 1.614779 2.155424 0.080719 0.009761 0.013029
6871071 2 4 0.043600 0.076700 3.282802 7.664629 540.079172 13.439108 2.484538 1.990557 0.081233 0.015018 0.012032
6871071 3 5 0.057900 0.098400 5.028183 11.929457 447.067232 13.741656 2.004073 2.134576 0.083062 0.012114 0.012903
6878240 0 2 0.003520 0.475600 0.086269 135.497826 143794.885659 49.777218 4.274308 3.986411 0.602160 0.051707 0.048224
6932987 0 2 0.004376 0.283800 0.103777 54.155838 181930.167586 61.320867 5.883616 6.006868 0.596755 0.057257 0.058457
6936909 0 2 0.004585 0.064400 0.108473 5.700706 136985.858037 47.589298 5.409066 4.650948 0.441987 0.050237 0.043196
6937529 0 2 0.005455 0.052200 0.134323 3.981671 122354.325677 43.597810 4.630912 3.760859 0.340946 0.036215 0.029411
6946199 0 2 0.003953 0.418300 0.096434 104.820587 160919.285860 55.059367 7.169610 5.935704 0.593184 0.077242 0.063949
6948054 0 2 0.003660 0.070300 0.089141 7.490183 115746.877760 41.526014 3.886954 4.720293 0.483195 0.045228 0.054925
6948054 1 3 0.040000 0.123600 3.219815 17.460879 3278.291033 12.360805 2.280376 1.622576 0.143830 0.026534 0.018880
6948054 2 4 0.070300 0.201200 7.490183 36.276124 2676.335155 12.722950 2.286872 1.638421 0.148044 0.026610 0.019065
6949061 0 2 0.006390 0.162200 0.181709 23.221812 159972.368351 53.984473 5.726372 4.636211 0.359799 0.038165 0.030900
6949607 0 2 0.002651 0.070900 0.065115 8.985819 90018.620511 33.648796 3.462561 2.971340 0.540595 0.055629 0.047737
6962977 0 2 0.003758 0.044000 0.092846 3.715456 94444.029495 34.225796 3.526140 2.710228 0.387900 0.039964 0.030717
6962977 1 3 0.034500 0.067500 2.580833 7.055658 720.600604 13.202281 2.994600 1.761476 0.149629 0.033939 0.019964
6962977 2 4 0.044000 0.096000 3.715456 11.978844 1122.971638 13.318626 1.592559 2.551859 0.150947 0.018049 0.028922
6962977 3 5 0.067500 0.138900 7.055658 20.834150 890.713792 12.833975 3.022468 1.732348 0.145455 0.034255 0.019634
6975129 0 2 0.005343 0.153100 0.128840 19.747340 191166.693929 64.469232 7.550945 6.300485 0.513819 0.060181 0.050215
6975129 1 3 0.030700 0.236300 1.772451 37.840423 24487.956609 11.360495 2.032189 1.939028 0.090543 0.016197 0.015454
7040629 0 2 0.006971 0.079700 0.193014 7.466621 137807.598306 47.864026 4.724299 5.026355 0.292405 0.028861 0.030706
7040629 1 3 0.054600 0.104000 4.228652 11.131790 946.889817 12.610847 2.475894 1.753280 0.077041 0.015125 0.010711
7040629 2 4 0.079700 0.133900 7.466621 16.259520 497.163239 13.331539 2.323998 1.718232 0.081443 0.014197 0.010497
7047922 0 2 0.005464 0.146400 0.143022 19.761692 163509.401616 55.739164 6.601961 5.384677 0.434410 0.051453 0.041966
7050989 0 2 0.006060 0.134000 0.157730 16.399265 174838.145717 59.149784 6.378614 3.879617 0.415706 0.044829 0.027266
7102227 0 2 0.003511 0.109900 0.082908 14.589324 133322.547743 46.604858 4.440376 4.756007 0.565277 0.053858 0.057686
7102227 1 3 0.015400 0.203600 0.764018 36.770494 29685.203872 12.457243 1.369023 1.280202 0.151096 0.016605 0.015528
7102316 0 2 0.003934 0.281800 0.094483 57.248852 160895.749685 55.837694 4.396735 4.072912 0.604414 0.047592 0.044087
7102316 1 3 0.210900 0.517700 37.055173 142.545000 1873.269982 12.902301 1.610866 1.735648 0.139661 0.017437 0.018787
7106173 0 2 0.005041 0.083600 0.122922 8.294293 151378.808829 51.643752 4.378173 4.118292 0.436281 0.036986 0.034791
7106173 1 3 0.069100 0.095800 6.232123 10.183182 117.291523 14.341804 3.556250 4.095391 0.121158 0.030043 0.034597
7107802 0 2 0.005353 0.091400 0.147840 10.417287 126593.141631 44.159017 4.702912 4.019108 0.351335 0.037417 0.031977
7109675 0 2 0.004325 0.195600 0.110613 33.601234 148417.840151 52.715964 4.611343 5.551523 0.519083 0.045407 0.054665
7132798 0 2 0.003860 0.049000 0.090920 4.125119 111115.805419 40.845185 3.288353 4.779963 0.450651 0.036281 0.052738
7134976 0 2 0.003874 0.090700 0.098889 11.187199 117983.876365 40.852523 4.361472 4.506228 0.449108 0.047947 0.049539
7175184 0 2 0.006655 0.093700 0.191504 10.104631 134501.640189 47.411737 3.899662 4.966267 0.303406 0.024955 0.031781
7183745 0 2 0.003865 0.168900 0.098657 28.475001 132570.381752 46.322589 4.935740 3.984749 0.510469 0.054391 0.043911
7202957 0 2 0.004195 0.079100 0.099878 8.167339 138013.443297 47.725726 6.444998 3.632981 0.484533 0.065433 0.036884
7207061 0 2 0.003748 0.119400 0.088496 15.942485 142842.912631 49.217169 5.840032 4.986186 0.559189 0.066353 0.056651
7219825 0 2 0.005655 0.175700 0.154317 26.695194 160556.652518 54.361316 4.235958 4.773223 0.409387 0.031900 0.035946
7219825 1 3 0.131200 1.000900 17.232329 362.978280 20006.321929 11.562556 1.973618 2.190443 0.087076 0.014863 0.016496
7256914 0 2 0.006083 0.049000 0.176386 4.033574 87758.804443 32.705841 3.023774 3.349700 0.228979 0.021170 0.023452
7265298 0 2 0.004971 0.170900 0.127894 25.762685 161787.838441 54.428601 4.958960 4.349174 0.466259 0.042481 0.037257
7269974 0 2 0.005064 0.109400 0.136569 13.699423 135263.700946 48.537377 3.888076 6.010219 0.408156 0.032695 0.050541
7285757 0 2 0.003404 0.130700 0.082348 19.548967 127610.317175 43.965718 6.201962 4.015063 0.550022 0.077588 0.050229
7287995 0 2 0.002944 0.088600 0.072918 12.039875 100801.705611 35.902532 4.674902 3.703648 0.519396 0.067631 0.053580
7287995 1 3 0.055400 0.127800 5.954900 20.837629 1071.052238 13.019717 2.233850 1.702193 0.188354 0.032317 0.024625
7289317 0 2 0.004688 0.125600 0.121423 16.832032 143227.837473 50.313727 4.677745 5.151812 0.457092 0.042497 0.046803
7289338 0 2 0.006939 0.108500 0.202374 12.501490 142451.982517 49.561490 4.919581 4.376207 0.304196 0.030195 0.026860
7366258 0 2 0.004320 0.062100 0.108425 5.902246 115808.529264 39.608220 4.907059 3.414411 0.390433 0.048371 0.033657
7366258 1 3 0.033900 0.168700 2.382952 26.444393 9716.091250 11.987219 1.575447 1.970319 0.118163 0.015530 0.019422
7366258 2 4 0.062100 0.263200 5.902246 51.539980 7276.991684 12.317773 1.911277 2.138070 0.121421 0.018840 0.021076
7373451 0 2 0.003488 0.673200 0.084697 226.890478 147043.346397 51.888192 3.636427 5.941690 0.633555 0.044401 0.072548
7375348 0 2 0.006008 0.269100 0.159316 47.743951 191704.436384 64.775212 6.132089 5.155821 0.459117 0.043463 0.036544
7376983 0 2 0.003320 0.042700 0.078179 3.648302 96253.673882 34.215161 4.966427 3.205595 0.438831 0.063698 0.041114
7376983 1 3 0.031800 0.057100 2.345863 5.644914 465.956644 13.629564 1.600116 2.230318 0.174808 0.020523 0.028605
7376983 2 4 0.042700 0.076500 3.648302 8.742920 461.894097 13.463059 2.167008 1.951556 0.172672 0.027793 0.025030
7419318 0 2 0.003697 0.128900 0.091003 18.735771 131756.472034 46.002492 4.112453 4.078905 0.529897 0.047371 0.046984
7434875 0 2 0.003623 0.083700 0.084369 9.439459 132095.155500 46.104587 5.112998 3.743323 0.541981 0.060106 0.044005
7434875 1 3 0.041800 0.140200 3.336123 20.477488 4325.715238 12.024931 2.380193 1.502510 0.141359 0.027980 0.017663
7440748 0 2 0.003716 0.067700 0.090967 7.064252 114352.208768 41.007007 4.622339 4.304824 0.469990 0.052978 0.049339
7445445 0 2 0.003944 0.139500 0.096585 20.303035 142305.249669 48.518570 4.974523 4.370164 0.523950 0.053720 0.047193
7445445 1 3 0.090900 0.177000 10.687582 29.022352 751.470935 13.501947 2.202398 1.581404 0.145807 0.023784 0.017078
7447200 0 2 0.002479 0.064200 0.060446 7.972510 84778.635507 31.511818 3.125582 3.205310 0.541407 0.053701 0.055071
7449554 0 2 0.007115 0.124600 0.217367 15.904240 138754.252736 47.086975 4.960242 3.419936 0.281830 0.029689 0.020469
7455287 0 2 0.002186 0.080900 0.053646 12.071342 79129.563593 29.315502 3.289818 2.911371 0.571185 0.064099 0.056725
7455287 1 3 0.061600 0.117000 8.010785 20.995879 369.816639 13.934754 1.742554 2.444649 0.271506 0.033952 0.047632
7509886 0 2 0.003837 0.063600 0.089618 6.040462 125525.904258 43.867768 3.610165 3.607493 0.486933 0.040073 0.040043
7512982 0 2 0.003758 0.134500 0.095316 20.381748 126650.521521 44.059704 3.873552 2.829742 0.499353 0.043901 0.032071
7515212 0 2 0.006306 0.206100 0.170330 31.804760 184494.895382 62.358817 6.059955 5.168056 0.421129 0.040925 0.034902
7582689 0 2 0.005032 0.085000 0.125385 8.703122 145650.417844 50.526521 4.922753 4.374093 0.427631 0.041664 0.037020
7582689 1 3 0.072100 0.104900 6.802579 11.921603 169.344142 14.293748 3.607544 1.874584 0.120975 0.030532 0.015866
7595157 0 2 0.004585 0.042000 0.122217 3.383540 85760.085268 31.525246 3.233904 3.106751 0.292792 0.030035 0.028854
7603200 0 2 0.002339 0.089600 0.058146 13.781095 83015.257487 31.131996 2.867657 2.601559 0.566782 0.052208 0.047363
7603200 1 3 0.073900 0.126400 10.312822 23.089022 229.314332 14.404178 1.797618 2.433414 0.262239 0.032727 0.044302
7604328 0 2 0.004227 0.048400 0.112585 4.354074 90386.752677 33.249725 3.043189 3.077343 0.334967 0.030658 0.031002
7626506 0 2 0.003776 0.168100 0.096210 28.574269 130382.075533 45.919056 3.670056 4.188021 0.517862 0.041390 0.047231
7663405 0 2 0.004204 0.273000 0.109277 57.132855 145498.050123 49.730147 5.827156 4.752103 0.503766 0.059029 0.048139
7673192 0 2 0.005590 0.065900 0.151510 6.124798 117169.821756 41.484014 4.343954 4.539599 0.316048 0.033095 0.034585
7673192 1 3 0.049800 0.084700 4.028771 8.921143 447.061638 13.801475 2.394318 2.184145 0.105147 0.018241 0.016640
7673192 2 4 0.065900 0.098800 6.124798 11.242848 197.693084 13.725568 2.564616 1.757981 0.104569 0.019539 0.013393
7673192 3 5 0.084700 0.127800 8.921143 16.534002 208.239436 13.574973 3.093980 1.588682 0.103422 0.023572 0.012103
7673841 0 2 0.005278 0.075100 0.146822 7.878458 114687.939417 39.794277 5.848428 3.314561 0.321072 0.047187 0.026743
7673841 1 3 0.058000 0.090500 5.341825 10.423173 236.980697 14.295125 2.278022 2.156737 0.115337 0.018380 0.017401
7678434 0 2 0.004130 0.087300 0.106906 10.371689 118960.901863 41.585285 5.120342 3.453790 0.428849 0.052804 0.035617
7703955 0 2 0.004674 0.773300 0.124756 265.478470 162237.905156 55.266762 5.150420 4.883588 0.503588 0.046930 0.044499
7747425 0 2 0.005167 0.077200 0.138654 8.010393 123073.455075 42.805007 4.952216 4.498206 0.352824 0.040819 0.037077
7747425 1 3 0.057900 0.176500 5.195594 27.666638 3685.425543 12.335089 3.025892 2.131204 0.101673 0.024941 0.017567
7747425 2 4 0.077200 0.234800 8.010393 42.472908 3662.528097 12.689132 2.372182 2.367182 0.104591 0.019553 0.019512
7767162 0 2 0.005613 0.847800 0.176612 274.743032 236334.835059 76.110564 8.913821 6.856571 0.484689 0.056765 0.043664
7825899 0 2 0.003892 0.122900 0.091629 16.239471 148954.202232 50.972025 7.744836 5.866151 0.557678 0.084735 0.064181
7825899 1 3 0.065400 0.180300 6.308202 28.867211 2748.378974 12.669034 1.966753 1.820783 0.138610 0.021518 0.019921
7831264 0 2 0.006692 0.113000 0.188677 13.071419 151282.322914 51.330149 5.588485 4.943094 0.326655 0.035564 0.031457
7841925 0 2 0.004116 0.061000 0.109051 6.209202 100241.700051 35.676868 4.083310 3.366653 0.369165 0.042252 0.034836
7841925 1 3 0.016100 0.105700 0.840594 14.164001 12679.658846 11.411514 1.991054 1.739011 0.118080 0.020602 0.017994
7869917 0 2 0.012087 0.121600 0.370698 11.806174 181157.992653 61.612566 5.265926 4.993325 0.217090 0.018554 0.017594
7870390 0 2 0.002367 0.071400 0.059015 9.770449 80045.027021 29.041065 3.953435 1.672419 0.522483 0.071127 0.030089
7870390 1 3 0.046700 0.115400 5.169804 20.090170 1069.821728 12.923671 2.006396 1.859091 0.232512 0.036097 0.033447
7871954 0 2 0.002279 0.057400 0.055907 7.061173 76507.672549 28.920751 2.864864 3.047737 0.540494 0.053541 0.056959
7907423 0 2 0.001911 0.055100 0.046010 7.113733 68697.098156 25.982429 2.730602 2.558260 0.578916 0.060841 0.057001
7907423 1 3 0.033100 0.092200 3.306552 15.368457 1331.017317 12.714411 2.452806 2.032259 0.283290 0.054651 0.045281
7908367 0 2 0.007041 0.101600 0.222913 12.206430 118780.194765 41.344579 5.747604 3.571163 0.250075 0.034765 0.021600
7939330 0 2 0.003734 0.516400 0.089000 144.551628 161456.323452 54.125567 6.980205 5.128918 0.617255 0.079603 0.058491
7977197 0 2 0.004437 0.135500 0.115381 19.446391 138214.018981 47.158633 4.848570 3.803982 0.452679 0.046542 0.036515
7983117 0 2 0.008315 0.174600 0.260859 25.090157 162800.148281 55.890757 6.235921 4.489306 0.286253 0.031938 0.022993
8008067 0 2 0.005315 0.124200 0.139805 15.771111 152418.146173 51.321132 6.193272 4.741422 0.411176 0.049619 0.037987
8008067 1 3 0.074400 0.574900 7.305706 157.065998 20569.037861 11.670280 1.909988 1.891734 0.093500 0.015302 0.015156
8008206 0 2 0.003734 0.137800 0.092551 20.729042 132524.235487 45.655073 5.548944 3.855174 0.520656 0.063281 0.043965
8013439 0 2 0.010175 0.085000 0.342499 8.256286 111927.636632 40.431842 4.555613 3.184053 0.169221 0.019067 0.013326
8013439 1 3 0.065800 0.117300 5.629044 13.391552 679.249798 13.524845 2.333676 2.233445 0.056606 0.009767 0.009348
8017703 0 2 0.003027 0.210000 0.076289 44.000397 112149.476735 40.040194 3.488413 3.507643 0.563239 0.049071 0.049341
8017703 1 3 0.097800 0.663900 13.981779 247.354914 10791.025251 11.402438 2.334021 1.950750 0.160396 0.032832 0.027441
8022244 0 2 0.004655 0.210900 0.111675 34.035061 181715.951417 61.638386 5.717775 5.810339 0.563890 0.052308 0.053155
8022489 0 2 0.007785 0.098900 0.246951 11.172672 123611.140802 43.663030 4.219846 3.790978 0.238856 0.023084 0.020738
8022489 1 3 0.036800 0.671100 2.535733 197.511148 47362.937148 19.098082 1.850671 2.220998 0.104475 0.010124 0.012150
8037145 0 2 0.003841 0.098800 0.097892 12.759345 120119.632080 43.058304 4.270695 4.216079 0.477369 0.047347 0.046742
8037145 1 3 0.055900 0.157800 5.433133 25.752750 2475.170230 12.187375 2.137074 2.242518 0.135116 0.023693 0.024862
8037145 2 4 0.098800 0.249400 12.759345 51.165802 1780.299753 12.652045 2.338480 1.936085 0.140268 0.025926 0.021465
8056665 0 2 0.008324 0.758400 0.238478 207.582931 243553.251659 79.919454 8.534732 7.852703 0.408862 0.043663 0.040174
8077137 0 2 0.007501 0.162200 0.227069 22.803025 159054.006651 54.457079 5.575934 5.406147 0.309170 0.031656 0.030692
8120608 0 2 0.002060 0.056400 0.050799 7.267311 69795.267379 26.014370 2.386384 2.277716 0.537758 0.049330 0.047084
8120608 1 3 0.037100 0.084500 3.886795 13.343003 724.638131 12.871816 2.861030 1.469392 0.266081 0.059142 0.030375
8120608 2 4 0.056400 0.119400 7.267311 22.407778 551.630268 13.001536 2.961949 1.783768 0.268762 0.061228 0.036873
8120608 3 5 0.084500 0.385500 13.343003 129.945392 4129.034957 11.884130 3.155983 1.710982 0.245664 0.065239 0.035369
8150320 0 2 0.003004 0.048000 0.071373 4.617491 93726.986398 33.343879 3.606960 1.904229 0.472673 0.051131 0.026994
