# kepid innerPlanetIdx outerPlanetIdx amin amax Pmin Pmax mmax Rpmax Rpmax_uerr Rpmax_lerr
5177104 0 1 0.004599 0.041700 398523.924021 3.021680 104668.821893 37.513575 4.031873 4.240786
5177859 0 1 0.005706 0.072600 554395.107639 6.984721 125138.288871 44.195356 4.346260 3.460182
5177859 1 2 0.072600 0.084400 6.984721 8.756306 9.302079 2.921032 1.089791 0.923875
5181299 0 1 0.015179 1.485700 2131092.001107 573.238260 240495.223887 78.209487 7.034991 8.653171
5183357 0 1 0.007506 0.335900 733344.779946 61.037359 228330.926549 74.725179 8.462665 6.274389
5184144 0 1 0.003511 0.850800 299033.664609 314.765374 156803.673710 52.533940 7.473891 4.460261
5184584 0 1 0.004650 0.288100 394875.509190 53.449445 194381.720892 65.082534 8.646017 7.540738
5184709 0 1 0.005083 0.098600 446046.988547 10.579100 160827.280641 54.852596 4.113651 3.363820
5184911 0 1 0.003827 0.046600 348775.534786 4.115855 93393.976633 34.268415 3.844686 2.957819
5184911 1 2 0.046600 0.407100 4.115855 106.259760 18491.700773 11.267752 2.093379 1.471940
5185897 0 1 0.002953 0.043800 252426.921581 4.081412 89500.312188 32.644590 3.774936 3.264968
5185897 1 2 0.043800 0.061800 4.081412 6.834407 84.351726 10.649645 5.589458 2.714461
5185897 2 3 0.061800 0.087100 6.834407 11.419419 83.551192 11.535864 4.379901 2.740204
5193659 0 1 0.006385 0.114400 679754.638925 14.319642 133792.695254 47.246340 4.078096 5.952731
5195172 0 1 0.005855 0.025700 581256.348265 1.480283 49070.177909 19.484769 2.115256 2.094880
5197233 0 1 0.005283 0.075300 469141.240571 7.016016 145924.087143 49.847415 5.066487 5.368790
5202905 0 1 0.008585 0.132900 876906.522536 14.844484 185330.252414 62.379060 6.631440 6.109244
5202905 1 2 0.132900 0.177000 14.844484 22.824514 92.300796 11.909913 5.564506 3.460631
5208962 0 1 0.008166 0.019700 844116.901499 0.876850 17993.448511 11.537218 2.226885 1.679306
5209845 0 1 0.003065 0.088500 276976.812685 11.954019 101205.640843 36.033055 4.677742 3.852070
5211199 0 1 0.011654 0.059200 1433667.940979 4.562041 77267.275438 28.727776 3.191151 2.635487
5211199 1 2 0.059200 0.076400 4.562041 6.682312 62.618845 9.326583 4.594725 2.618588
5213230 0 1 0.006018 0.284600 582557.014316 52.609510 187818.742899 64.713737 5.930957 6.158539
5213404 0 1 0.011333 0.162900 1370749.295705 20.705715 169350.017731 59.579777 5.401150 6.538955
5219234 0 1 0.003660 0.039900 320748.752022 3.205396 91118.587164 33.110262 3.501380 3.197381
5219234 1 2 0.039900 0.057100 3.205396 5.487114 105.566558 12.802623 4.233822 3.174293
5219234 2 3 0.057100 0.075200 5.487114 8.290842 42.102884 7.503946 2.646998 2.091271
5219234 3 4 0.075200 0.120100 8.290842 16.738690 242.060729 13.721921 2.316342 2.093128
5252423 0 1 0.003404 0.049600 304871.921952 4.715108 93302.052438 33.152399 4.012340 3.129064
5252423 1 2 0.049600 0.071200 4.715108 8.103633 98.565638 11.916548 4.414716 3.744797
5255259 0 1 0.003758 0.608000 348144.018379 198.895864 140057.406898 47.973604 6.293367 3.592563
5257082 0 1 0.004395 0.091400 382869.267249 10.085353 144053.506056 50.273233 4.101351 4.846553
5269467 0 1 0.003213 0.180500 289673.998123 33.867778 118012.446637 42.140814 3.761540 4.318301
5272233 0 1 0.005167 0.085000 487087.546916 9.024364 133985.855750 45.735851 4.732854 3.561704
5272233 1 2 0.085000 0.131300 9.024364 17.340874 241.757910 13.849381 2.570445 2.471790
5272878 0 1 0.003948 0.065900 336458.522594 6.365840 125966.137013 44.318646 4.401747 3.560583
5280587 0 1 0.004083 0.210100 347250.004760 35.622553 166824.167151 55.534423 5.480335 4.540117
5281113 0 1 0.008710 0.107400 928464.852309 11.179316 156316.492202 53.625137 5.373173 5.598900
5283728 0 1 0.003855 0.236100 327441.513973 43.681309 160902.090631 55.596836 6.814890 7.024610
5289854 0 1 0.004251 0.089000 364185.028331 9.695011 144330.452693 49.861205 5.505402 4.332604
5289854 1 2 0.089000 0.121100 9.695011 15.382539 80.083096 10.286788 3.520194 2.516300
5294945 0 1 0.004934 0.199200 456629.883454 32.547429 164885.111774 57.738273 4.219810 6.668706
5299459 0 1 0.004590 0.091700 419955.751831 10.415727 134804.191427 47.091795 5.760238 4.717604
5299459 1 2 0.091700 0.106800 10.415727 13.084243 1.636797 1.152216 0.151815 0.123684
5299459 2 3 0.106800 0.159000 13.084243 23.339796 173.123527 14.382363 2.979395 2.714206
5301750 0 1 0.005260 0.051000 504589.402824 4.224536 101984.550784 36.009246 4.539694 2.823496
5301750 1 2 0.051000 0.082700 4.224536 8.725855 325.328006 13.389540 2.707954 2.323557
5301750 2 3 0.082700 0.107200 8.725855 12.882914 43.676650 7.768824 2.969845 2.118739
5301750 3 4 0.107200 0.177400 12.882914 27.434597 365.033391 13.620256 2.481933 2.359689
5301750 4 5 0.177400 0.245100 27.434597 44.552027 93.030411 12.545840 3.664257 3.880359
5308296 0 1 0.003906 0.211500 331475.876760 36.721576 161253.906119 54.154664 5.752984 5.256499
5308537 0 1 0.006004 0.117000 596903.896149 14.265154 148205.725648 50.954540 4.490840 4.661230
5339567 0 1 0.005167 0.055700 495806.246773 4.866385 106618.401590 38.909884 3.531272 4.835072
5340644 0 1 0.002860 0.068300 254055.324565 8.222414 93602.240025 33.884666 4.980839 3.815746
5340878 0 1 0.003892 0.012100 354389.261961 0.539915 21077.983781 11.422259 2.436107 1.831322
5342061 0 1 0.003641 0.292600 320061.351666 64.034363 145244.824351 50.246650 6.040774 5.612025
5342473 0 1 0.005250 0.055000 494801.304795 4.644952 110516.403508 39.398545 3.994769 4.160417
5350244 0 1 0.005436 0.107200 517291.310194 12.572290 147040.851938 50.878421 5.070483 5.415833
5352640 0 1 0.003809 0.039000 322233.650471 2.942423 98158.709977 35.020186 3.897359 2.781988
5357545 0 1 0.003330 0.043500 281083.634492 3.757295 97934.763365 35.775976 3.690040 4.201585
5358241 0 1 0.004897 0.090200 444602.264884 9.751921 142378.799166 49.912821 4.442339 4.954765
5358241 1 2 0.090200 0.139000 9.751921 18.649327 237.703173 13.288634 2.706394 2.039028
5358241 2 3 0.139000 0.225500 18.649327 38.557655 332.045086 13.583707 2.928327 1.865360
5364071 0 1 0.002507 0.030000 224226.691857 2.576571 62931.100844 23.483261 3.118227 2.009160
5364071 1 2 0.030000 0.059500 2.576571 7.203856 502.034273 13.384105 2.062078 2.226142
5364071 2 3 0.059500 0.078500 7.203856 10.912741 27.002663 5.292322 3.204147 1.667955
5364071 3 4 0.078500 0.112000 10.912741 18.596115 66.821845 9.605329 3.886848 2.815493
5369827 0 1 0.003906 0.045300 328337.160212 3.606940 109305.539873 39.049908 5.159419 4.210671
5371776 0 1 0.003213 0.023200 274607.926736 1.499144 63308.190164 23.696907 2.731151 2.043289
5371776 1 2 0.023200 0.039200 1.499144 3.295701 318.402788 12.754201 2.553436 1.886711
5371776 2 3 0.039200 0.053900 3.295701 5.315954 65.462737 9.621248 3.175830 3.111601
5371776 3 4 0.053900 0.080300 5.315954 9.653490 136.181574 13.418853 4.271934 3.391762
5371777 0 1 0.005785 0.020500 534614.131127 0.991660 39466.074148 15.546700 1.756758 1.294168
5374403 0 1 0.004302 0.223700 392364.461363 40.836631 152985.573459 52.402726 4.731527 5.462844
5374838 0 1 0.005794 0.804600 506458.903053 230.180357 241146.738193 78.778434 8.788996 6.439381
5374854 0 1 0.005883 0.081500 593869.475588 8.503392 124218.718627 44.167831 4.536406 4.800206
5374854 1 2 0.081500 0.161800 8.503392 23.783210 933.911536 13.409208 2.191978 1.968196
5375194 0 1 0.003795 0.106300 328423.334331 13.522524 135784.317328 46.007217 4.719856 4.070444
5383248 0 1 0.004618 0.123500 422898.756974 16.238477 146083.550037 50.207403 5.228056 5.866954
5384079 0 1 0.006520 0.077800 616611.967894 7.056751 146234.820870 50.287689 5.915824 5.002118
5384079 1 2 0.077800 0.141200 7.056751 17.265366 780.661671 12.785266 2.414405 1.767400
5385304 0 1 0.012849 0.419000 1522327.829577 78.732702 252857.431355 81.534052 8.454448 9.462864
5389956 0 1 0.004144 0.028900 353543.283841 1.809267 79482.909176 29.434051 3.091780 3.099197
5394585 0 1 0.010705 0.614000 1253299.303904 151.130080 233585.607062 76.226933 7.458575 7.761602
5428199 0 1 0.001967 1.092600 172660.920009 628.158440 83881.368816 31.450743 2.807535 3.454472
5428657 0 1 0.002507 0.021200 225060.251206 1.542874 50621.721715 19.985527 1.455307 2.181447
5431027 0 1 0.005213 0.079300 535909.450723 8.823400 110358.940354 39.423401 4.968509 4.561172
5436013 0 1 0.004181 0.160600 391599.757639 25.885940 135352.617428 47.109997 4.583348 5.244137
5436338 0 1 0.002465 0.054000 222152.372278 6.309220 76598.210832 28.615318 2.451839 2.381638
5436455 0 1 0.004846 0.711600 425588.127136 209.967521 200263.637444 67.433817 5.483870 6.679073
5436502 0 1 0.006436 0.032900 652067.719732 2.090811 63402.533207 24.429991 2.972336 2.714336
5436502 1 2 0.032900 0.067600 2.090811 6.155603 1172.113081 12.391735 2.846401 1.869457
5436502 2 3 0.067600 0.112600 6.155603 13.233522 417.603392 13.368910 2.699256 2.177877
5436502 3 4 0.112600 0.165800 13.233522 23.653694 155.635446 14.291821 3.106592 2.484794
5436502 4 5 0.165800 0.274700 23.653694 50.446742 381.264429 13.585734 2.091443 2.097026
5437762 0 1 0.005306 0.051100 488334.750818 4.044812 111324.044543 39.079227 4.382016 3.808457
5437945 0 1 0.006478 0.721100 674838.942736 220.142913 187808.275081 63.400179 5.953058 6.269297
5437945 1 2 0.721100 1.145500 220.142913 440.784376 276.308070 13.692691 2.622351 1.881594
5438099 0 1 0.003353 0.050000 290024.850161 4.646224 99458.754690 36.263343 4.389476 3.341183
5438099 1 2 0.050000 0.067200 4.646224 7.240224 54.945033 8.392462 3.626050 2.456023
5438099 2 3 0.067200 0.120300 7.240224 17.326704 443.615391 13.392258 1.910348 1.807906
5438099 3 4 0.120300 0.226800 17.326704 44.841117 571.936440 13.623310 2.239289 2.662610
5438757 0 1 0.005023 0.090700 486108.185599 10.350784 127666.580497 44.742717 3.948013 4.033355
5438757 1 2 0.090700 0.302000 10.350784 62.922494 4426.285245 12.260900 1.635216 1.986374
5439000 0 1 0.004646 1.019800 411044.738995 369.730110 191761.887902 64.009053 7.138603 6.796716
5440317 0 1 0.005804 0.034600 574495.796696 2.319416 71207.773179 26.926757 3.095418 2.528675
5441980 0 1 0.004153 0.064100 349960.715510 5.893991 131450.158378 47.223077 5.510640 4.289405
5443320 0 1 0.003655 0.136200 338530.424838 21.368434 120457.591749 42.348975 5.149402 4.106991
5444548 0 1 0.005013 0.108700 473148.865580 13.249318 141677.757411 51.193241 4.201518 5.070937
5445681 0 1 0.004660 0.143100 430704.019960 20.350470 148966.587321 51.956338 4.427224 5.259698
5450893 0 1 0.006492 0.056300 679330.233853 4.820511 98265.685831 35.760428 3.778741 3.490960
5456651 0 1 0.003516 0.095400 297325.147143 11.763072 130837.758595 46.658933 6.250182 4.176807
5456651 1 2 0.095400 0.270700 11.763072 56.227927 2699.316862 12.473013 2.037023 2.017933
5457326 0 1 0.003348 0.032100 302825.074056 2.499153 72533.324708 27.835445 3.398073 2.269619
5461440 0 1 0.004776 0.225900 449797.446349 40.606895 157501.356972 53.519335 6.314078 5.499845
5470739 0 1 0.004097 0.139200 348317.513192 19.178940 157747.609470 54.690927 4.960841 4.193136
5475042 0 1 0.003804 0.021900 321994.224537 1.242640 61519.507834 24.263086 2.471645 2.166857
5480640 0 1 0.005357 0.112200 542598.069441 14.425263 130197.680456 46.875253 4.910074 4.405131
5480640 1 2 0.112200 0.169000 14.425263 26.675782 179.462927 14.112660 1.937006 1.972287
5480640 2 3 0.169000 0.283800 26.675782 58.033743 363.086538 13.307561 2.542722 2.036364
5511081 0 1 0.007873 0.089300 880994.746969 9.341459 122857.533236 42.961650 4.446055 3.858206
5511081 1 2 0.089300 0.115400 9.341459 13.727103 49.637483 8.402684 2.718705 2.574864
5511081 2 3 0.115400 0.169000 13.727103 24.311003 172.825264 14.392413 2.145985 2.162771
5511081 3 4 0.169000 0.252600 24.311003 44.430406 202.670420 14.314890 2.531349 2.551197
5511659 0 1 0.005167 0.080000 504201.446539 8.529122 122213.907841 42.476308 5.053224 3.013495
5511659 1 2 0.080000 0.127800 8.529122 17.236085 280.590111 14.158666 2.854322 2.094759
5513012 0 1 0.004246 0.014800 374613.573496 0.679337 30817.048743 12.920646 0.917498 0.948351
5513648 0 1 0.006576 0.200600 702530.798475 32.858626 157139.098719 54.226671 4.706751 5.690671
5514383 0 1 0.005548 0.075000 497840.219160 6.883413 146668.311435 50.760065 5.215369 5.886986
5520547 0 1 0.004176 0.097500 357899.882212 11.200589 145997.615338 50.647973 5.519281 3.784846
5524229 0 1 0.023159 0.186100 3553449.264600 22.493275 154195.089118 52.426720 7.112560 4.217690
5526527 0 1 0.003037 0.110700 273625.335620 16.736476 105348.819068 38.247392 4.124781 3.672523
5529385 0 1 0.003981 0.655300 368116.612590 215.732414 149051.903203 51.569504 4.301759 4.784508
5530112 0 1 0.005562 0.094300 499719.254187 9.688722 160533.174536 54.535890 5.200204 5.269348
5531576 0 1 0.003623 0.046100 328918.342377 4.144517 90981.764649 33.486909 3.212124 3.770276
5531576 1 2 0.046100 0.071200 4.144517 7.953547 180.353115 14.033962 2.784837 2.256333
5531694 0 1 0.006553 0.057800 710323.430579 5.169497 93508.147929 34.871752 4.058844 3.717970
5531694 1 2 0.057800 0.078000 5.169497 8.113468 74.968901 9.840696 5.121738 3.574743
5534941 0 1 0.006529 0.045500 724841.263966 3.700633 73928.770991 27.897520 2.717944 2.874027
5542466 0 1 0.003776 0.031900 345073.271524 2.355745 73560.654595 27.080086 3.365978 2.071937
5542466 1 2 0.031900 0.051000 2.355745 4.746661 236.431251 13.827149 3.045388 2.430537
5542466 2 3 0.051000 0.099200 4.746661 12.890067 668.489662 13.182188 2.454457 1.712300
5546691 0 1 0.004032 0.106200 345199.086620 12.946257 145432.196855 50.160629 5.054210 5.409256
5551240 0 1 0.005492 0.053700 487893.920957 4.139605 124846.466647 43.809090 6.792817 4.162349
5551672 0 1 0.001163 0.020400 107240.000139 2.184438 32221.428787 13.565689 1.777620 1.571571
5552562 0 1 0.004544 0.065000 395425.581747 5.932182 130866.942047 45.667298 4.515666 3.978096
5553959 0 1 0.002362 0.072500 211930.949129 10.010031 80164.976507 29.810959 2.849308 2.706214
5561278 0 1 0.008729 0.154900 979607.560004 20.310475 164059.766963 54.468986 6.157407 4.708144
5562090 0 1 0.003651 0.167900 332945.137528 28.843175 127910.528241 45.344257 4.908318 3.682023
5563300 0 1 0.004023 0.310200 377714.664917 71.054576 140139.972632 48.017880 4.305728 3.415241
5599774 0 1 0.003297 0.072600 295911.906614 8.496404 103489.005789 37.090393 4.585316 2.339011
5601258 0 1 0.002567 0.069900 224245.297625 8.847843 89608.840462 32.445267 3.949390 2.216673
5609593 0 1 0.003139 0.462600 274109.225946 136.205112 131246.650612 46.649100 4.223169 4.541062
5613330 0 1 0.007087 0.101400 679914.689818 10.209027 168013.972555 56.205952 7.340732 4.627830
5613330 1 2 0.101400 0.176400 10.209027 23.449705 661.078378 13.654251 2.280762 1.742133
5613821 0 1 0.004237 0.056500 373979.299396 5.060923 115034.726456 40.649247 4.152804 4.133630
5617854 0 1 0.002623 0.037800 232197.495512 3.517495 73237.937472 27.899379 4.254749 2.425284
5621333 0 1 0.006287 0.101400 643086.147961 11.547498 137508.807570 47.871599 4.555066 4.493951
5621333 1 2 0.101400 0.179000 11.547498 27.096515 557.599976 13.836173 2.335570 2.410657
5621586 0 1 0.004590 0.060200 398257.843484 5.254196 128015.418185 44.301738 4.224663 4.546746
5629538 0 1 0.004674 0.118300 429460.218622 15.187270 144999.535592 49.512016 5.567535 5.762267
5631630 0 1 0.008041 0.189100 819463.436510 25.961901 199143.415189 67.614959 4.240784 7.247003
5640085 0 1 0.002325 0.073900 204145.090125 10.139588 82931.990420 30.113601 3.862963 2.758816
5640085 1 2 0.073900 0.195300 10.139588 43.585942 1349.818939 12.652667 1.896672 1.816206
5642688 0 1 0.004283 0.023900 403375.219121 1.473324 54076.073403 20.878304 2.952892 1.810951
5644412 0 1 0.003362 0.024100 287541.139238 1.538185 65735.877629 24.864204 2.713857 3.039466
5645170 0 1 0.003051 0.054200 257420.241584 5.386137 101467.420873 37.537504 3.125640 3.600655
5650930 0 1 0.005622 1.173900 544593.020027 455.195496 193350.892804 63.926688 6.523110 6.606953
5651104 0 1 0.003679 0.037400 337661.734221 3.040330 80081.598885 29.631993 3.156039 2.814608
5651846 0 1 0.003613 0.179300 321362.961495 31.192023 134420.059906 46.367949 4.482336 4.001467
5652893 0 1 0.003567 0.104000 320504.086541 14.009486 119409.258472 42.232621 4.684245 3.841206
5683743 0 1 0.005604 0.050200 557745.510097 4.147021 95839.022901 34.761349 4.274292 3.218102
5686174 0 1 0.002767 0.097800 244513.325255 14.282281 99290.743408 35.974580 3.182786 3.443613
5687700 0 1 0.004106 0.066600 350760.529701 6.362834 129036.902148 45.634914 4.506228 5.567302
5688683 0 1 0.002804 0.033400 242432.734235 2.790643 75196.588754 27.314492 3.165744 2.616915
5688683 1 2 0.033400 0.045600 2.790643 4.449023 57.848403 8.575190 3.365749 2.497992
5688790 0 1 0.001851 0.059400 159957.835203 8.073941 68254.293894 26.402546 2.352053 2.682690
5688910 0 1 0.005083 0.174100 465213.593141 25.873091 169105.519959 56.264864 6.072589 4.872612
5689351 0 1 0.003534 0.040000 307578.278493 3.250582 91076.539208 33.261846 3.694847 2.562046
5689351 1 2 0.040000 0.061400 3.250582 6.195460 186.781788 14.251353 2.452893 1.917818
5689351 2 3 0.061400 0.075000 6.195460 8.348192 17.270334 4.540170 2.469640 1.312616
5689351 3 4 0.075000 0.104600 8.348192 13.767101 84.879920 11.206237 4.719485 3.178584
5689351 4 5 0.104600 0.357900 13.767101 87.091259 4102.635260 12.172256 2.350358 1.796161
5695524 0 1 0.005218 0.309600 472061.324130 59.771143 191323.383050 63.337493 7.297613 5.801004
5695615 0 1 0.005153 0.063300 453079.876153 5.416930 135646.434730 47.052730 5.152154 4.284164
5697395 0 1 0.003195 0.237700 284060.069279 50.553980 123807.733406 43.213505 5.165388 4.497192
5705819 0 1 0.003553 0.078700 301879.324387 8.779973 124623.720347 44.314902 3.947325 3.508123
5706595 0 1 0.004437 0.053200 397396.163997 4.579482 111199.651109 40.200723 3.073190 3.425182
5706595 1 2 0.053200 0.137400 4.579482 19.023136 2314.238008 12.505995 2.365956 1.750902
5706595 2 3 0.137400 0.545400 19.023136 150.381954 6691.711751 11.771204 2.450808 1.916845
5706966 0 1 0.002781 0.089600 246970.979410 12.551111 97190.862905 35.624407 4.072290 3.428566
5706966 1 2 0.089600 0.138400 12.551111 24.088418 146.509703 14.346184 2.886714 2.587875
5709725 0 1 0.004176 0.043800 392860.617543 3.701765 88279.722152 31.730214 3.560907 2.655796
5709725 1 2 0.043800 0.357600 3.701765 86.494370 17488.472705 11.330893 2.745486 1.414854
5710069 0 1 0.003944 0.210100 336222.503285 36.258075 160965.626260 54.599829 4.843171 4.814920
5716763 0 1 0.007422 0.022200 895290.900928 1.281328 21018.911809 11.605668 1.873511 1.758612
5716932 0 1 0.009515 0.325900 1015378.756282 56.493170 232844.086073 74.950099 10.054841 8.473088
5730445 0 1 0.003716 0.185400 340769.482195 33.358599 130069.720530 45.665772 4.209885 5.007729
5731623 0 1 0.004395 0.043400 378540.795329 3.261760 106849.858533 39.038530 4.415123 4.344452
5734702 0 1 0.012575 1.181400 1551861.870234 392.472910 257203.746986 83.212159 5.784597 7.525571
5735762 0 1 0.004060 0.052800 367440.715060 4.778003 103662.161809 36.306415 4.294592 2.771970
5735762 1 2 0.052800 0.084500 4.778003 9.673958 257.675037 14.306337 2.506662 2.227148
5735762 2 3 0.084500 0.227900 9.673958 42.896450 2357.398128 12.744613 2.449781 2.187618
5768816 0 1 0.004562 0.249500 427096.939691 47.986912 154882.809604 53.908557 4.898672 5.760648
5769810 0 1 0.013156 0.083500 1531389.567755 6.787881 124287.311079 43.466923 4.428370 3.872014
5769810 1 2 0.083500 0.100500 6.787881 8.973772 26.348035 5.294427 1.679220 1.384282
5770074 0 1 0.004739 0.307600 433949.469247 63.038037 171082.892181 58.054575 7.107701 5.812612
5773121 0 1 0.003790 0.012300 321277.283446 0.524176 25911.187168 11.277391 2.026688 1.602135
5774349 0 1 0.003892 0.112800 361594.863389 15.655639 121753.142337 42.262227 4.998802 3.650580
5775129 0 1 0.005548 0.049500 519224.048163 3.848222 107061.525929 38.182885 2.967219 3.668532
5780460 0 1 0.003623 0.191600 333791.472144 35.617602 126484.298750 43.582127 5.088754 4.758543
5780855 0 1 0.006687 0.067800 631791.800496 5.675780 137403.431273 47.310452 5.528583 3.859912
5780885 0 1 0.008878 0.060500 988786.325252 4.885489 96968.714588 35.097698 3.860740 3.447838
5780930 0 1 0.008380 0.126200 1031652.152198 16.752508 123204.652328 43.613270 4.489315 4.563683
5784777 0 1 0.003274 0.052500 299425.259832 5.339056 89358.796271 32.663727 3.728785 4.217374
5785279 0 1 0.004632 0.017700 440372.475601 0.909128 34097.333988 13.981286 1.242106 1.569137
5786676 0 1 0.007706 0.100600 913506.343472 11.954745 114863.178666 40.627772 3.184380 3.691091
5787131 0 1 0.004813 0.170200 419187.228083 24.435996 177829.527502 59.508718 6.537978 4.828687
5791986 0 1 0.003776 0.115200 325453.975004 15.228955 138656.635503 48.561099 4.749548 7.087033
5791986 1 2 0.115200 0.158900 15.228955 24.674582 79.220558 11.298545 3.988223 2.601652
5792202 0 1 0.003799 0.066800 319838.239158 6.546261 126514.146859 42.689186 5.567397 2.729765
5792202 1 2 0.066800 0.117900 6.546261 15.335287 485.064370 13.416828 2.328620 2.106061
5792202 2 3 0.117900 0.189800 15.335287 31.330461 263.404363 14.324650 2.122712 2.757266
5792202 3 4 0.189800 0.796500 31.330461 269.306232 7217.797268 12.106451 2.356725 2.170040
5792202 4 5 0.796500 1.202300 269.306232 499.473380 181.698699 14.077472 2.366513 2.555347
5793275 0 1 0.004455 1.310700 382656.331604 535.937230 196488.752036 64.403724 6.099696 6.116394
5794379 0 1 0.003190 0.093400 289302.086960 12.718099 104938.134858 37.728685 4.469370 2.960777
5794379 1 2 0.093400 0.187100 12.718099 36.065882 648.119557 12.921419 2.875334 1.903486
5794570 0 1 0.004209 0.020900 361908.600762 1.116127 55522.342258 21.574738 2.884416 1.726687
5794570 1 2 0.020900 0.060300 1.116127 5.448321 3275.264279 12.388346 2.030707 2.381025
5796675 0 1 0.003799 0.118500 331884.258133 16.080657 136389.968466 48.399965 4.172365 4.384509
5802637 0 1 0.003902 0.072400 330531.564651 7.342247 130620.248438 45.776777 4.247829 3.021484
5807769 0 1 0.007171 0.078500 795270.036245 7.990224 111745.714778 39.799043 3.573368 3.096873
5809890 0 1 0.003562 0.021400 311034.942404 1.269091 56616.142882 21.527881 2.922152 1.929304
5809890 1 2 0.021400 0.036700 1.269091 2.853134 370.947706 13.465425 2.378259 2.009779
5812960 0 1 0.003897 0.125400 364590.755361 18.492348 122688.271911 43.186775 4.539705 3.581279
5819801 0 1 0.011305 0.112800 1352115.859803 11.829938 143552.118085 49.301905 5.637897 4.087472
5856571 0 1 0.007780 0.082700 996562.991043 9.590686 89394.154476 33.111311 3.168558 3.011123
5856571 1 2 0.082700 0.341200 9.590686 80.410378 6194.309595 12.078649 2.541382 2.229133
5857540 0 1 0.003976 0.103900 367243.422622 13.628010 123005.387764 43.226286 4.675225 4.647446
5857656 0 1 0.005511 0.924900 519257.678295 313.051405 198870.608988 66.345769 7.859280 7.414600
5859725 0 1 0.004813 0.143100 421695.620535 18.982830 170165.158625 57.669325 5.222912 5.832450
5860968 0 1 0.005297 0.482300 507134.445735 122.358116 179648.789623 60.197691 6.668171 5.884935
5864975 0 1 0.003655 0.398200 311191.363791 98.717933 158448.981992 55.229178 4.095751 5.994276
5865654 0 1 0.008282 0.158600 1029421.371369 23.955399 130114.136587 46.108960 5.764380 4.718616
5866724 0 1 0.006622 0.035000 638320.440603 2.154911 75010.165289 28.187967 3.313956 2.591099
5866724 1 2 0.035000 0.068200 2.154911 5.859936 1062.955450 13.359107 2.257125 1.767147
5866724 2 3 0.068200 0.084800 5.859936 8.131214 32.918299 6.097800 2.753125 1.509397
5871985 0 1 0.002962 0.608500 261017.265505 213.258526 123052.445375 43.118188 5.076304 3.952350
5880320 0 1 0.006780 0.054700 748864.880225 4.757961 87399.244276 31.924634 3.900488 2.509028
5880320 1 2 0.054700 0.078500 4.757961 8.193451 131.847870 13.762750 4.222516 3.054358
5880320 2 3 0.078500 0.101900 8.193451 12.109687 46.657990 7.662797 2.658454 2.255890
5880320 3 4 0.101900 0.144700 12.109687 20.497276 118.013664 13.299140 4.733480 3.196590
5881120 0 1 0.004525 0.057100 389444.724291 4.850190 125963.193616 44.556452 4.524098 3.804380
5881688 0 1 0.005278 0.053500 467311.780452 4.190426 123431.540613 43.909258 4.079284 3.980873
5881813 0 1 0.006757 0.098100 756124.411715 11.615625 118456.126643 42.723988 4.176463 4.639681
5881813 1 2 0.098100 0.438200 11.615625 109.646995 8189.857066 11.576457 2.701511 1.805334
5895158 0 1 0.004065 0.020600 346124.438842 1.093666 56079.890245 21.481176 2.364265 2.171611
5898983 0 1 0.033307 0.319600 4864226.575306 40.145476 276809.458189 88.289262 9.293356 8.711262
5900235 0 1 0.004711 0.289300 439686.897777 58.770105 162863.483365 55.948068 6.486522 5.121406
5903749 0 1 0.004585 0.063900 439760.877993 6.347247 107550.145617 39.015310 4.103187 4.136938
5903749 1 2 0.063900 0.132500 6.347247 18.976329 967.448984 12.828143 2.500658 1.580974
5905822 0 1 0.006822 0.073500 712254.362833 6.992050 118900.114035 41.915891 4.317625 3.930022
5906426 0 1 0.003809 0.105800 341757.157391 13.903406 126557.347087 44.049794 4.461519 4.092861
5906694 0 1 0.003046 0.093800 274883.381912 13.062435 102210.124219 37.138822 3.751854 3.268030
5938970 0 1 0.003474 0.442600 314076.662369 125.413230 134629.573562 46.408039 5.350893 4.161181
5940165 0 1 0.003060 0.074800 276988.524901 9.304139 97007.825940 35.250189 4.166139 3.581541
5941160 0 1 0.004255 0.078700 389302.486415 8.594819 122004.348115 42.114160 5.087894 3.412334
5941160 1 2 0.078700 0.088300 8.594819 10.222157 0.451527 0.822663 0.073100 0.096395
5942808 0 1 0.003827 0.013300 350097.493542 0.626282 25694.029993 11.449851 1.613860 1.509539
5942808 1 2 0.013300 0.037100 0.626282 2.935362 2396.021466 12.712416 2.530898 2.074464
5942949 0 1 0.003390 0.259700 308085.294594 57.293231 126046.770372 44.678863 3.625051 4.916073
5946568 0 1 0.003832 0.044700 322050.380386 3.564525 107579.064108 39.256064 3.982542 4.313323
5953297 0 1 0.003469 0.057700 297645.165635 5.620062 109063.380303 39.223038 4.146490 3.610687
5954001 0 1 0.006297 0.106700 602198.769227 11.693345 160378.794106 55.679193 5.497328 5.959015
5954894 0 1 0.003846 0.236300 360495.759863 48.245550 131834.516226 46.857081 4.206076 4.738284
5956342 0 1 0.004962 0.067700 489397.187604 6.846192 109031.275032 38.978508 3.923598 3.379078
5956342 1 2 0.067700 0.124300 6.846192 17.029028 574.786017 12.640902 3.042794 1.917112
5956342 2 3 0.124300 0.230900 17.029028 43.131215 607.268790 13.248033 2.157693 1.782418
5956342 3 4 0.230900 0.312300 43.131215 67.832164 66.080914 9.468458 4.884094 2.410048
5956656 0 1 0.005148 0.021900 502554.775030 1.224866 42614.458710 17.100974 1.549964 1.681858
