# kepid innerPlanetIdx outerPlanetIdx amin amax Pmin Pmax mmax Rpmax Rpmax_uerr Rpmax_lerr
7691260 0 1 0.003200 0.044900 271928.504427 3.989544 95847.330941 34.946340 3.494688 2.853881
7697103 0 1 0.003014 0.101300 256568.349883 13.924800 115479.255740 41.083941 4.758115 3.283409
7700622 0 1 0.003181 0.191600 271699.887649 35.583497 131049.089851 45.684563 4.447674 4.250943
7703882 0 1 0.003948 0.062500 335922.333372 5.883503 123917.334630 43.343031 5.031006 3.567612
7703955 0 1 0.004674 0.392800 448898.196396 96.109323 156616.305037 54.803973 5.292427 5.802450
7703955 1 2 0.392800 0.773300 96.109323 265.478470 772.804603 13.249489 2.580953 2.217681
7730747 0 1 0.008338 0.050900 963302.098458 4.034914 76914.231500 27.743425 3.191764 2.207945
7731281 0 1 0.002716 0.295200 242774.469837 76.377855 106767.513590 38.713673 4.788266 4.641721
7733731 0 1 0.010817 0.059500 1356466.709111 4.858194 75800.610598 28.581697 3.639456 2.891123
7742408 0 1 0.007850 0.200800 931909.892168 33.496912 146276.052393 50.456046 4.822376 5.275627
7747091 0 1 0.003892 0.113000 328477.014058 14.267344 147601.781693 50.469684 4.486036 4.590046
7747425 0 1 0.005167 0.057900 498905.065983 5.195594 107567.954414 37.834888 4.257236 2.871264
7747425 1 2 0.057900 0.077200 5.195594 8.010393 64.892804 9.037739 3.426186 2.471971
7747425 2 3 0.077200 0.176500 8.010393 27.666638 1553.575394 12.815433 2.095011 2.216555
7747425 3 4 0.176500 0.234800 27.666638 42.472908 61.316227 9.190439 3.931410 1.897268
7747457 0 1 0.005901 0.026400 577867.932909 1.518418 52230.400802 20.410593 2.104257 2.335450
7748487 0 1 0.005004 0.128600 430243.131390 15.576406 177942.742992 60.366935 5.617143 6.261120
7749002 0 1 0.004488 0.014400 381056.638712 0.609927 29872.956668 12.562556 1.360341 1.045218
7749773 0 1 0.006780 0.115100 709991.997951 13.787263 144148.214343 50.061282 3.731833 4.795610
7755636 0 1 0.008854 0.139600 921479.890581 16.004967 185453.158295 62.294856 6.622625 5.199699
7758018 0 1 0.004646 1.022900 400441.564022 363.411650 202061.311019 65.382644 8.921638 4.870499
7761545 0 1 0.004362 0.375100 385228.570137 85.351488 173180.893576 57.198822 4.911791 3.782366
7761918 0 1 0.006022 0.398700 596279.330306 89.193574 186313.186861 62.591013 7.578974 6.917379
7762153 0 1 0.005116 1.040400 455155.426397 366.557050 208332.012922 70.319445 7.324655 8.299879
7762723 0 1 0.003795 0.087200 321868.772676 9.887366 134887.002152 47.099474 5.990849 4.818913
7764367 0 1 0.007366 0.046600 718571.282241 3.173914 98770.138181 35.658992 3.463996 3.411016
7767162 0 1 0.006687 0.047100 635485.800795 3.300408 104301.808888 38.282215 3.447653 4.397643
7767162 1 2 0.047100 0.847800 3.300408 274.743032 58183.893302 22.220383 2.734134 2.038167
7768451 0 1 0.004083 0.621900 369095.856973 192.667139 159514.707684 53.929105 5.476831 4.685446
7769819 0 1 0.004190 0.031300 391246.922655 2.215713 71128.211414 26.397516 3.116674 2.338351
7770901 0 1 0.005739 0.472200 602889.007689 124.887214 160517.286172 53.121212 5.602844 4.741116
7771181 0 1 0.003237 0.079700 294118.484434 9.972020 101878.029384 35.980880 3.961173 3.601290
7772914 0 1 0.004334 0.145300 429303.465127 23.133449 122652.926681 42.812733 3.855812 4.004298
7778427 0 1 0.006013 0.062700 575178.509308 5.382993 122531.688057 44.029446 4.756473 4.992758
7778621 0 1 0.008399 0.073500 1013560.656414 7.281714 96186.634166 34.708587 3.977514 2.516145
7779077 0 1 0.004692 0.126100 435456.454282 16.841834 144702.046847 48.833325 4.944264 4.203911
7801070 0 1 0.004520 0.337800 422645.707278 75.878134 158442.226586 53.369062 7.143450 5.652291
7802719 0 1 0.002846 0.044800 257390.605516 4.457433 78891.488012 29.010135 2.860290 2.935514
7808587 0 1 0.005855 0.067000 581256.348265 6.241458 116617.624692 42.239612 5.333811 4.969139
7810483 0 1 0.007613 0.195400 828915.079628 29.922081 168756.416431 56.447256 6.050137 5.328903
7813039 0 1 0.004269 0.518500 381356.216775 141.734031 168969.506250 57.221922 4.611813 6.042910
7815744 0 1 0.003153 0.104100 267246.934546 14.204426 121513.145666 43.440307 3.156045 4.115443
7820699 0 1 0.003381 0.914900 294605.764762 364.087330 144614.046368 49.287881 6.368159 4.558344
7825899 0 1 0.003892 0.065400 329701.699583 6.308202 125994.708087 43.985174 4.588467 4.596627
7825899 1 2 0.065400 0.122900 6.308202 16.239471 674.899592 13.456283 1.887069 1.998288
7825899 2 3 0.122900 0.180300 16.239471 28.867211 146.259999 13.996221 2.534717 2.070384
7826620 0 1 0.002348 0.014000 210889.942791 0.849907 35010.886574 14.405207 1.414143 1.624424
7826659 0 1 0.003190 0.626600 274722.709431 211.032819 138548.351059 49.629812 3.507878 5.740869
7829836 0 1 0.004813 0.760900 430739.443164 237.819002 192140.161331 64.226574 8.510077 5.596475
7830953 0 1 0.004613 1.411700 391554.968440 581.873570 208515.874256 68.695639 8.082040 6.130928
7831264 0 1 0.006692 0.067000 678897.340103 5.968724 118338.922936 41.707592 3.757117 3.366579
7831264 1 2 0.067000 0.113000 5.968724 13.071419 465.751736 13.170805 2.219335 1.942041
7832356 0 1 0.005278 0.076200 518144.650183 7.886632 119869.999964 42.733803 4.485734 4.666014
7834045 0 1 0.007059 0.255800 737867.453267 44.696618 181820.750639 60.786239 6.578593 6.898225
7836096 0 1 0.003613 0.117900 308710.403354 15.996130 136769.220735 47.241669 4.208654 4.287704
7838675 0 1 0.004013 0.019400 341022.765067 1.005206 52387.408609 20.643492 2.109463 2.395460
7841925 0 1 0.004116 0.016100 392386.741003 0.840594 31325.958315 13.252585 1.618104 1.409036
7841925 1 2 0.016100 0.061000 0.840594 6.209202 4983.419684 12.182393 2.773597 1.829015
7841925 2 3 0.061000 0.105700 6.209202 14.164001 379.652863 13.528011 1.907486 2.147839
7869917 0 1 0.012087 0.091500 1333849.421637 7.714677 148481.935808 50.359666 5.838762 4.861268
7869917 1 2 0.091500 0.121600 7.714677 11.806174 109.426906 13.603665 4.553893 4.351587
7870032 0 1 0.004055 0.124500 357532.171197 16.877258 142468.852264 49.585594 5.424482 4.473421
7870390 0 1 0.002367 0.046700 212347.724611 5.169804 72039.431831 27.148223 2.795327 2.591253
7870390 1 2 0.046700 0.071400 5.169804 9.770449 110.484417 13.140277 5.364977 3.387953
7870390 2 3 0.071400 0.115400 9.770449 20.090170 161.027157 13.725671 2.684522 2.122248
7871954 0 1 0.002279 0.024200 201164.445907 1.937030 55095.197304 21.332507 2.883163 2.263186
7871954 1 2 0.024200 0.057400 1.937030 7.061173 932.340206 13.602783 2.129694 2.216991
7877978 0 1 0.003604 0.263300 326603.432930 56.573232 134246.927977 46.998023 5.027331 4.424095
7879433 0 1 0.002790 0.020600 247804.429324 1.385788 51859.409586 20.465884 1.886587 2.399024
7887791 0 1 0.004023 0.032400 350714.609734 2.229326 83112.823780 30.671223 3.426526 2.755751
7888863 0 1 0.004357 0.348300 375955.638695 74.624063 180325.825651 58.890893 6.749110 4.464650
7891294 0 1 0.006213 0.043500 597048.233240 3.077142 94273.037563 34.202740 3.560805 2.934697
7899070 0 1 0.003697 0.472500 313506.828355 126.445127 162887.030911 54.386198 7.251517 4.670271
7901016 0 1 0.008199 0.237500 962711.236927 41.675751 160508.573331 55.050474 5.138117 5.163229
7901948 0 1 0.003967 0.036200 337049.148957 2.578852 94291.639761 34.570099 3.413625 3.717328
7902003 0 1 0.009645 0.082000 1036293.458890 7.130441 136540.514767 47.397533 4.245357 4.002072
7905106 0 1 0.004106 0.049400 363915.014812 4.224270 105318.711755 38.184168 2.605387 4.439226
7907423 0 1 0.001911 0.033100 165553.813436 3.306552 59804.406130 23.385446 1.839626 2.190333
7907423 1 2 0.033100 0.055100 3.306552 7.113733 170.931355 13.735405 2.757595 2.408804
7907423 2 3 0.055100 0.092200 7.113733 15.368457 175.785401 14.176159 3.448859 2.279092
7907808 0 1 0.008162 0.014500 997315.292473 0.655940 3971.349893 11.770522 2.301317 1.656415
7908367 0 1 0.007041 0.067800 802087.617189 6.651319 96391.027330 34.317958 4.822970 3.786313
7908367 1 2 0.067800 0.101600 6.651319 12.206430 172.381657 14.236358 2.546393 2.196969
7917068 0 1 0.012142 1.183400 1560925.915236 416.950400 229420.743425 74.340853 8.251822 7.858811
7918478 0 1 0.003265 0.082800 276853.763243 9.909211 118964.810844 41.841678 5.026110 3.451829
7918652 0 1 0.006306 0.107700 584199.952871 11.455419 171645.558477 58.142961 5.596710 5.816317
7918992 0 1 0.004948 0.025200 449185.634033 1.434745 60435.676936 23.416783 2.261239 2.106159
7938496 0 1 0.005311 0.113100 506356.474109 13.810203 146323.222041 49.919549 5.679411 4.054263
7939330 0 1 0.003734 0.179200 320240.544548 29.542257 148789.710604 52.642025 4.540934 5.777095
7939330 1 2 0.179200 0.516400 29.542257 144.551628 2904.479783 12.692727 1.599515 2.150772
7941200 0 1 0.004850 0.319200 443280.666848 65.704527 176037.149407 59.255225 6.116734 5.123111
7948784 0 1 0.005092 0.095600 446684.474545 10.087446 159591.772666 54.171748 4.938873 5.202276
7949593 0 1 0.004399 0.134200 379327.257435 17.766294 161403.375934 53.511798 5.757875 5.201668
7950158 0 1 0.011645 1.340100 1543978.572768 529.391690 208678.293934 68.789821 6.763391 5.756243
7955580 0 1 0.003758 0.265800 337172.630853 55.673582 142363.928813 48.871538 5.818641 4.307122
7960980 0 1 0.003767 0.088000 318500.139223 9.989703 135309.065767 46.811840 6.560142 4.846488
7976520 0 1 0.007845 0.053000 856813.405111 4.178387 89266.017747 32.399299 3.679550 3.042008
7977197 0 1 0.004437 0.068000 415165.569942 6.919870 113676.679713 40.378696 3.399764 4.156786
7977197 1 2 0.068000 0.135500 6.919870 19.446391 830.621106 13.069894 2.336110 1.981256
7978202 0 1 0.003516 1.121800 321970.590803 509.997402 136606.432193 47.256911 5.489447 4.069222
7979297 0 1 0.004106 0.854100 350760.529701 292.098090 181570.967694 61.043268 6.916479 6.012538
7983117 0 1 0.008315 0.103800 938624.979864 11.495002 133861.565607 47.238147 4.757683 4.105199
7983117 1 2 0.103800 0.174600 11.495002 25.090157 467.132258 13.580112 2.326346 2.462970
7984574 0 1 0.003878 0.097700 330946.625101 11.619171 139375.916846 49.544332 6.896673 5.976257
7987866 0 1 0.003358 0.037000 309158.036122 3.138776 76182.566889 28.636481 2.668645 2.211924
8004903 0 1 0.005199 0.099100 487348.969156 11.254019 143389.199249 50.700424 4.587011 5.629443
8005002 0 1 0.015086 1.565500 1969338.267096 578.216230 277468.512745 88.623936 11.228757 6.924820
8007174 0 1 0.003637 0.270300 318083.649356 56.648588 145609.709689 49.543721 5.068041 4.470887
8007644 0 1 0.004283 0.169300 365464.658411 25.203413 167824.971527 56.389551 4.690555 4.375727
8008067 0 1 0.005315 0.074400 503048.904135 7.305706 128275.902286 45.234703 5.004612 5.059623
8008067 1 2 0.074400 0.124200 7.305706 15.771111 401.744496 13.605801 2.310094 2.447139
8008067 2 3 0.124200 0.574900 15.771111 157.065998 9605.634339 12.055472 1.624323 1.683176
8008206 0 1 0.003734 0.025300 333016.448698 1.632916 63897.808621 24.904857 2.739561 2.750486
8008206 1 2 0.025300 0.137800 1.632916 20.729042 9982.955998 11.595162 2.218683 1.409129
8009350 0 1 0.003251 0.101500 283524.358876 13.752079 117076.667821 41.158336 4.358781 4.157856
8009811 0 1 0.012194 0.314400 1473564.652370 53.554546 219666.301830 72.311538 7.469004 7.135726
8013419 0 1 0.002516 0.088100 221026.575316 12.732624 91179.080142 32.905775 3.428807 3.128218
8013439 0 1 0.010175 0.065800 1232382.043619 5.629044 90398.324628 33.552083 3.998852 3.633491
8013439 1 2 0.065800 0.085000 5.629044 8.256286 58.499140 9.625469 3.518689 2.733657
8013439 2 3 0.085000 0.117300 8.256286 13.391552 117.585853 13.206225 4.658279 3.108382
8015907 0 1 0.004171 0.037500 367947.592430 2.752360 91080.982284 32.987476 4.265563 3.013851
8016691 0 1 0.002800 0.113200 253652.930312 18.137379 97627.978116 35.300562 3.875320 3.827042
8017703 0 1 0.003027 0.097800 274502.130425 13.981779 101547.346301 36.722795 3.470312 3.434232
8017703 1 2 0.097800 0.210000 13.981779 44.000397 817.944437 13.326675 2.780441 1.832535
8017703 2 3 0.210000 0.663900 44.000397 247.354914 2681.573510 12.832113 1.398453 1.869484
8018547 0 1 0.002367 0.303100 208682.771433 83.924940 96485.453652 34.496131 4.361617 3.263695
8022244 0 1 0.004655 0.104700 401830.768752 11.903521 158849.289628 52.420701 5.061315 3.491074
8022244 1 2 0.104700 0.210900 11.903521 34.035061 1069.738595 12.801080 2.476981 1.981225
8022489 0 1 0.007785 0.036800 888579.165630 2.535733 54688.394766 21.586830 1.821446 2.643203
8022489 1 2 0.036800 0.098900 2.535733 11.172672 2818.491897 12.297976 2.113869 1.994606
8022489 2 3 0.098900 0.671100 11.172672 197.511148 17462.019326 11.173581 2.247131 1.492449
8025596 0 1 0.004460 0.055700 382888.709223 4.695056 124147.600101 43.135871 3.321555 4.023691
8026752 0 1 0.004878 0.053500 425590.785264 4.286866 122952.394618 43.325651 4.140744 5.060103
8030148 0 1 0.005455 0.060600 549933.207853 5.660669 103696.408128 36.859564 3.945128 2.746503
8036287 0 1 0.006739 0.024500 750192.255438 1.444452 33183.166583 13.616604 1.566288 1.624872
8037038 0 1 0.004478 0.051100 383274.800220 4.095139 119844.361419 41.798742 5.234281 3.658843
8037145 0 1 0.003841 0.055900 352236.505373 5.433133 100379.793792 35.301045 4.088035 3.726319
8037145 1 2 0.055900 0.098800 5.433133 12.759345 424.709379 13.389099 2.470235 2.255904
8037145 2 3 0.098800 0.157800 12.759345 25.752750 233.715072 13.774770 2.112577 2.119819
8037145 3 4 0.157800 0.249400 25.752750 51.165802 220.082765 13.841215 2.346991 1.959262
8039892 0 1 0.003846 0.055600 327859.642370 5.007317 115907.069584 40.885114 4.530648 4.611322
8040457 0 1 0.004418 0.351700 414456.212176 81.704814 154595.659734 52.593661 6.541036 5.706892
8041216 0 1 0.004790 0.080600 443961.681742 8.508333 129563.631861 45.291894 3.366386 4.484563
8042453 0 1 0.004251 0.098100 363097.365290 11.173921 149118.534832 51.535450 5.638276 3.621392
8044083 0 1 0.004418 1.372200 380065.868277 578.218050 194435.364575 64.028826 7.150826 6.142704
8047428 0 1 0.005967 0.420400 560670.041499 92.263742 206061.312649 67.850795 6.478979 7.165224
8051946 0 1 0.006752 0.025700 726310.717752 1.495151 38573.215131 15.601973 1.321250 1.572006
8054719 0 1 0.004051 0.069300 386840.864253 7.586159 103808.730668 37.133078 3.470248 2.940061
8056665 0 1 0.008324 0.417200 858091.188852 84.687752 230782.394984 74.549008 8.630893 6.359783
8056665 1 2 0.417200 0.758400 84.687752 207.582931 837.015273 12.979828 2.830025 1.691793
8073705 0 1 0.006060 0.094800 617125.986981 10.600521 132136.988128 46.505193 4.318114 4.057202
8073806 0 1 0.004469 0.099700 408904.994619 11.964074 135438.440395 46.865332 5.595416 2.814471
8074328 0 1 0.005753 0.052400 560114.354046 4.267961 104002.856431 38.147857 4.283755 4.249115
8076215 0 1 0.014788 0.460800 2017745.645098 97.513749 217573.934915 70.229330 7.364648 6.475255
8077137 0 1 0.007501 0.123100 817039.449440 15.089642 145597.878645 50.049327 4.917424 4.252629
8077137 1 2 0.123100 0.162200 15.089642 22.803025 65.854692 9.553877 3.907670 2.660149
8078502 0 1 0.003804 0.210700 330958.002930 37.886298 149751.262558 50.882239 5.029746 5.223642
8081239 0 1 0.004743 0.093200 428272.334828 10.358570 142343.337485 49.335388 5.452507 5.114791
8081899 0 1 0.003790 0.049100 320749.589769 4.160567 110489.723285 39.418763 3.959160 3.071064
8081905 0 1 0.004478 0.044300 379167.847128 3.276457 112874.361948 40.276588 4.786595 3.944040
8082001 0 1 0.004790 0.069900 409482.567771 6.338559 144175.557389 49.989048 4.920634 5.788807
8087812 0 1 0.006069 0.172400 647072.735780 27.210681 143509.837518 48.189943 6.135423 3.711729
8094942 0 1 0.004516 1.348800 383192.862287 549.427720 204083.747202 67.862535 6.003476 8.451584
8095441 0 1 0.004092 0.098600 361262.729631 11.874577 135927.188803 47.160769 4.373068 5.315172
8098212 0 1 0.003641 0.043100 305064.331674 3.487541 103646.285302 36.715068 3.574034 2.704436
8099138 0 1 0.004548 0.317900 407815.562466 66.184365 172392.229369 57.919530 8.740524 5.183167
8099517 0 1 0.020523 1.002900 2998814.772088 284.666844 282236.091628 89.264120 8.434759 7.504589
8105719 0 1 0.005502 0.542500 545339.146691 148.179343 174946.293386 58.987486 7.394237 4.719924
8107225 0 1 0.003739 0.059800 317418.958734 5.632525 118323.759334 40.725641 4.716420 4.029415
8107380 0 1 0.005227 0.112600 504533.923886 14.006404 140982.829972 48.915082 5.583086 4.339353
8107611 0 1 0.007869 0.052800 789179.250238 3.818372 105518.931507 38.150521 3.957410 4.337250
8110767 0 1 0.004292 0.148500 362749.371904 20.490410 167786.085233 56.916549 6.468186 6.307591
8120608 0 1 0.002060 0.037100 182784.416328 3.886795 62259.711502 23.584794 2.221557 1.834598
8120608 1 2 0.037100 0.056400 3.886795 7.267311 97.358123 12.418279 4.198362 3.294287
8120608 2 3 0.056400 0.084500 7.267311 13.343003 86.896372 11.535267 4.352370 3.103114
8120608 3 4 0.084500 0.119400 13.343003 22.407778 53.794363 8.952225 4.499864 3.007478
8120608 4 5 0.119400 0.385500 22.407778 129.945392 2008.693028 12.507668 2.607543 1.929334
8121328 0 1 0.004134 0.129000 393543.122436 19.068951 124998.100003 43.912706 4.545475 4.608667
8125580 0 1 0.002335 0.105400 205568.562166 17.317117 87533.578162 31.737696 4.072462 3.246096
8125917 0 1 0.007915 0.135400 933394.782774 18.347081 133025.976303 46.130359 3.630618 5.589990
8126558 0 1 0.004497 0.098400 428356.758168 12.191404 125083.574970 44.160794 5.238745 4.237341
8129333 0 1 0.006790 0.289100 740446.390801 57.140035 164643.080939 57.687498 5.128282 4.371055
8142787 0 1 0.004088 0.594800 365930.115513 178.139072 162544.135737 55.816144 5.932904 4.792723
8142942 0 1 0.003413 0.058200 294128.178226 5.756245 107328.975577 38.490169 3.539676 3.855289
8150320 0 1 0.003004 0.029400 256816.188984 2.211117 73783.263599 27.723747 2.819668 3.246491
8150320 1 2 0.029400 0.048000 2.211117 4.617491 244.000374 14.087264 2.527842 2.266478
8150320 2 3 0.048000 0.081400 4.617491 10.198493 305.561930 13.585824 2.271482 1.940328
8150320 3 4 0.081400 0.159300 10.198493 27.954134 623.394341 13.415595 2.201949 1.655075
8150320 4 5 0.159300 0.209500 27.954134 42.140609 3.416858 1.684385 0.429286 0.336325
8151055 0 1 0.002967 0.161400 268869.486407 29.963282 107443.716254 38.575480 3.503273 4.526730
8156120 0 1 0.008961 0.255100 914567.915614 38.583368 231368.715123 77.955460 5.824679 7.765004
8158127 0 1 0.008650 0.053300 963516.080621 4.088973 86669.792123 31.332566 3.594314 2.923675
8158127 1 2 0.053300 0.093000 4.088973 9.428899 601.308844 13.320954 2.955712 1.707019
8158127 2 3 0.093000 0.137800 9.428899 16.997289 206.007801 13.361151 2.726917 1.536102
8158429 0 1 0.004023 0.193500 342744.888476 31.707575 162294.256139 54.927724 4.797231 5.193228
8160953 0 1 0.004637 0.379200 418900.644099 86.049055 175274.631736 58.414434 7.720521 5.107851
8160953 1 2 0.379200 0.445100 86.049055 116.331174 5.499138 2.124659 1.000768 0.574719
8161561 0 1 0.009171 0.049000 955183.325355 3.275822 90098.978672 32.768273 3.324270 3.071321
8162789 0 1 0.004929 0.091800 455070.672799 10.161024 139113.380239 47.578412 5.308410 3.565580
8162789 1 2 0.091800 0.095800 10.161024 10.820603 -17.192650 0.000000 0.000000 0.000000
8163784 0 1 0.003609 0.186000 309383.715044 31.813489 145126.656054 50.001798 6.395991 3.950668
8164012 0 1 0.007929 0.023900 859659.380808 1.252754 28293.013204 12.037654 1.540910 1.551684
8164257 0 1 0.003851 0.062900 353069.382313 6.475391 105283.844291 37.419503 3.147642 2.963507
8164257 1 2 0.062900 0.119100 6.475391 16.858256 597.588433 13.789386 1.956000 2.627701
8164257 2 3 0.119100 0.244100 16.858256 49.500473 843.603098 12.822193 2.281398 1.908535
8165617 0 1 0.006371 0.757900 592337.793535 214.013044 232722.548965 77.539225 6.055419 7.519393
8165946 0 1 0.004562 0.068400 399013.595053 6.421999 132646.224159 46.354859 4.039717 4.055822
8167996 0 1 0.002353 0.029300 209444.946942 2.549563 60855.987100 22.997262 3.474233 2.370361
8167996 1 2 0.029300 0.047100 2.549563 5.212302 161.199687 14.007437 2.931632 1.977061
8167996 2 3 0.047100 0.090900 5.212302 13.969502 424.054958 13.606735 1.774053 2.184123
8168187 0 1 0.008552 0.134300 1059711.999878 18.302723 126157.295216 44.200602 4.520623 3.764015
8168187 1 2 0.134300 0.208800 18.302723 35.502865 239.397245 14.097085 2.906198 2.120861
8174625 0 1 0.004492 0.126300 421341.455734 17.444860 136974.672334 47.349562 4.694140 3.835791
8176564 0 1 0.006659 0.069400 704059.939417 6.571594 111049.523927 38.538347 4.503058 2.778717
8183288 0 1 0.003158 0.287500 276161.218869 66.650452 128345.382740 45.014489 4.772988 5.222712
8189801 0 1 0.002576 0.012300 230478.301969 0.666827 29850.897485 12.461624 1.632081 1.142967
8193178 0 1 0.005734 0.057900 555021.639013 4.938831 111964.749066 40.726652 3.801716 5.163722
8193178 1 2 0.057900 0.096600 4.938831 10.640210 413.815851 13.639905 2.269146 2.189731
8196226 0 1 0.004841 0.049400 445574.483438 4.027454 105208.499037 37.619660 4.094594 4.174902
8197343 0 1 0.005576 0.100200 557884.162975 11.791612 132410.172330 46.050894 5.951266 4.080912
8197793 0 1 0.005515 0.122800 522603.285769 15.231120 155779.336465 52.452115 5.462196 5.719960
8210018 0 1 0.003065 0.449800 269000.165819 132.995550 126794.946676 44.621263 6.273502 3.526020
8218379 0 1 0.003623 0.087200 308106.547233 10.138469 129603.910644 45.205956 4.237751 3.486929
8218379 1 2 0.087200 0.121000 10.138469 16.570993 87.525974 11.030678 3.550663 3.584289
8222627 0 1 0.011956 0.022200 1597310.070838 1.121733 5996.842043 11.959555 2.081168 1.512131
8222813 0 1 0.004013 0.033300 371487.946628 2.466970 75208.836241 28.683172 2.436440 2.553378
8222813 1 2 0.033300 0.077200 2.466970 8.704205 1377.219017 13.082880 2.208022 2.112277
8223445 0 1 0.005162 0.271300 461997.558395 48.813012 190900.244371 64.560260 6.794642 7.886305
8226994 0 1 0.003897 0.046900 357904.679435 4.148107 93088.318348 34.294024 3.184622 3.718518
8226994 1 2 0.046900 0.067500 4.148107 7.156816 110.563322 12.225540 4.446498 2.527850
8226994 2 3 0.067500 0.123200 7.156816 17.648309 503.974114 13.305182 2.059663 2.124849
8229458 0 1 0.002386 0.022300 207815.974098 1.646802 54812.217024 20.993596 2.183508 1.710462
8229696 0 1 0.003813 0.087400 332748.050102 10.128052 127984.407968 43.316463 6.973390 2.833549
8230616 0 1 0.002669 0.028100 236565.594570 2.240487 63718.092187 24.375338 1.808612 2.471555
8230616 1 2 0.028100 0.059000 2.240487 6.827782 693.240043 13.324650 2.870035 1.817081
8231667 0 1 0.003869 0.219700 360916.862868 42.877417 132850.446431 45.583735 6.592455 4.111759
8233326 0 1 0.015026 0.054700 1941702.653646 3.740991 55043.318717 21.484673 2.418417 1.975169
8233702 0 1 0.004046 0.233000 343751.019303 41.697758 167697.018760 56.711219 7.014509 4.805326
8235924 0 1 0.002651 0.011400 236321.827351 0.588001 26738.613776 11.704553 2.099982 1.671241
8240790 0 1 0.006739 1.035200 698217.502835 369.132360 200436.602409 67.207516 7.170065 6.294445
8240797 0 1 0.004446 0.057000 385357.827447 4.915385 122943.426334 43.528336 3.733098 4.705096
8240797 1 2 0.057000 0.109600 4.915385 13.093909 831.326465 13.313974 2.517868 1.975636
8240904 0 1 0.006018 0.067800 630418.892011 6.618363 106744.815049 37.958283 3.719987 3.413685
8240904 1 2 0.067800 0.408300 6.618363 92.777790 13575.923163 11.812324 1.914445 1.625295
8240904 2 3 0.408300 0.435200 92.777790 107.721409 -11.877055 0.000000 0.000000 0.000000
8241079 0 1 0.009171 0.103300 1038976.155015 10.919265 139085.328551 47.716545 5.021137 4.054040
8242434 0 1 0.003390 0.229800 287000.767787 44.964075 143774.890011 48.871985 4.600228 3.985591
8247638 0 1 0.004027 0.052500 366253.374245 4.790908 101958.254592 37.312703 2.501617 4.201261
8247638 1 2 0.052500 0.119900 4.790908 16.514110 1358.316770 12.930543 2.743037 2.203422
8247638 2 3 0.119900 0.179000 16.514110 30.132930 151.736566 13.906612 3.038490 2.173228
8247638 3 4 0.179000 0.397300 30.132930 99.641596 1221.725416 12.952205 1.754885 2.504909
8247770 0 1 0.005464 0.079500 537322.077742 8.281571 124158.989190 44.105212 4.883439 4.457425
8247771 0 1 0.003060 0.018800 261259.824927 1.118548 52037.008171 20.520485 2.149146 2.232074
8255887 0 1 0.005627 0.053900 572159.249382 4.708326 95798.069018 35.465576 2.279499 4.306546
8257205 0 1 0.003818 0.069200 332780.344843 7.127664 119816.762756 42.956392 4.726963 4.462197
8257205 1 2 0.069200 0.523800 7.127664 148.460182 16974.038264 11.858493 1.975469 1.933314
8259713 0 1 0.004906 0.183200 441164.788983 27.881315 171582.279301 57.398000 7.356261 6.536568
8260902 0 1 0.004246 0.207900 406249.371979 38.671584 136242.259803 47.589848 4.108617 3.943826
8263545 0 1 0.004023 0.052100 342924.101502 4.445895 115548.998784 40.798272 4.459729 3.860174
8264402 0 1 0.006106 0.742900 578716.460238 215.956008 214861.513696 70.933339 7.405295 6.309813
8265218 0 1 0.003925 0.104900 334203.242249 12.829935 143598.565431 48.517281 5.746594 5.357799
8277797 0 1 0.004074 0.026300 363645.821645 1.653889 66523.173553 25.461032 2.976400 3.184107
8277797 1 2 0.026300 0.050000 1.653889 4.337220 683.071830 13.661617 1.875121 2.091747
8278073 0 1 0.007938 0.104600 908839.583010 12.072976 127440.458169 44.669640 5.492000 4.810853
8278371 0 1 0.004823 0.015000 445955.424033 0.677375 25345.960865 11.549234 1.879635 1.837213
8278685 0 1 0.004730 0.098300 413423.701604 10.861416 153967.582824 52.015412 5.486240 3.536001
8278685 1 2 0.098300 0.136900 10.861416 17.869376 115.129269 13.452900 4.614623 3.718386
8279146 0 1 0.007780 0.430800 815184.656795 93.359737 211172.094965 68.888824 9.241370 6.983493
8280511 0 1 0.003967 0.055800 358677.663315 5.249704 105101.109454 37.155360 3.725158 3.324097
8280511 1 2 0.055800 0.070200 5.249704 7.410843 29.743091 5.848566 2.537803 1.641290
8280511 2 3 0.070200 0.088100 7.410843 10.435470 27.848281 5.243346 1.998867 1.807494
8280511 3 4 0.088100 0.124200 10.435470 17.453294 99.914856 11.989359 5.817898 3.839421
8280511 4 5 0.124200 0.143700 17.453294 21.720336 7.264543 2.656261 1.001578 0.712984
8282651 0 1 0.003027 0.029900 274286.581016 2.361724 66572.035817 24.807160 2.453081 2.722088
8282651 1 2 0.029900 0.043600 2.361724 4.162887 98.448002 12.383081 4.139496 3.207671
8282846 0 1 0.004018 0.476500 371674.684090 133.303247 148232.984504 49.948035 5.259366 4.101891
8288947 0 1 0.003665 0.045300 310074.454316 3.755743 104496.112031 37.718006 4.026695 2.889635
8292840 0 1 0.006032 0.095800 598225.303118 10.495663 139486.191411 47.683806 4.391076 4.467970
8292840 1 2 0.095800 0.156200 10.495663 21.869657 363.387730 13.077916 3.251467 1.429448
8292840 2 3 0.156200 0.431200 21.869657 100.283068 3121.447613 12.613914 2.251028 2.051085
8294683 0 1 0.003111 0.419200 282002.589875 122.584810 120268.560370 41.962661 3.853474 3.306686
